Full name,Born in,Born-on,College,Links
Chad Fox,"  Coronado, California",  09-03-1970  (Virgo),  Blinn College,https://www.baseball-almanac.com/players/player.php?p=foxch02
Rick Helling,"  Devils Lake, North Dakota",  12-15-1970  (Sagittarius),  Stanford University,https://www.baseball-almanac.com/players/player.php?p=helliri01
Braden Looper,"  Weatherford, Oklahoma",  10-28-1974  (Scorpio),  Wichita State University,https://www.baseball-almanac.com/players/player.php?p=loopebr01
Carl Pavano,"  New Britain, Connecticut",  01-08-1976  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pavanca01
Brad Penny,"  Blackwell, Oklahoma",  05-24-1978  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=pennybr01
Mark Redman,"  San Diego, California",  01-05-1974  (Capricorn),  The Master's University & University of Oklahoma,https://www.baseball-almanac.com/players/player.php?p=redmama01
Ugueth Urbina,"  Caracas, Distrito Capital, Venezuela",  02-15-1974  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=urbinug01
Dontrelle Willis,"  Oakland, California",  01-12-1982  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=willido03
Jose Contreras,"  Las Martinas, Cuba",  12-06-1971  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=contrjo01
Chris Hammond,"  Atlanta, Georgia",  01-21-1966  (Aquarius),  University of Alabama at Birmingham,https://www.baseball-almanac.com/players/player.php?p=hammoch01
Jeff Weaver,"  Northridge, California",  08-22-1976  (Leo),"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=weaveje01
Bronson Arroyo,"  Key West, Florida",  02-24-1977  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=arroybr01
Keith Foulke,"  Ellsworth Air Force Base, South Dakota",  10-19-1972  (Libra),  Galveston College & Lewis-Clark State College,https://www.baseball-almanac.com/players/player.php?p=foulkke01
Derek Lowe,"  Dearborn, Michigan",  06-01-1973  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=lowede01
Pedro Martinez,"  Manoguayabo, Distrito Nacional, Dominican Republic",  10-25-1971  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=martipe02
Tim Wakefield,"  Melbourne, Florida",  08-02-1966  (Leo),  Florida Institute of Technology,https://www.baseball-almanac.com/players/player.php?p=wakefti01
Kiko Calero,"  Santurce, Puerto Rico",  01-09-1975  (Capricorn),  Miami Dade Community College,https://www.baseball-almanac.com/players/player.php?p=calerki01
Cal Eldred,"  Cedar Rapids, Iowa",  11-24-1967  (Sagittarius),  University of Iowa,https://www.baseball-almanac.com/players/player.php?p=eldreca01
Dan Haren,"  Monterey Park, California",  09-17-1980  (Virgo),  Pepperdine University,https://www.baseball-almanac.com/players/player.php?p=harenda01
Jason Isringhausen,"  Brighton, Illinois",  09-07-1972  (Virgo),  Lewis-Clark Community College,https://www.baseball-almanac.com/players/player.php?p=isrinja01
Ray King,"  Chicago, Illinois",  01-15-1974  (Capricorn),  Lambuth University,https://www.baseball-almanac.com/players/player.php?p=kingra01
Jason Marquis,"  Manhasset, New York",  08-21-1978  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=marquja01
Matt Morris,"  Middletown, New York",  08-09-1974  (Leo),  Seton Hall University,https://www.baseball-almanac.com/players/player.php?p=morrima01
Al Reyes,"  San Cristóbal, San Cristóbal, Dominican Republic",  04-10-1971  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=reyesal01
Jeff Suppan,"  Oklahoma City, Oklahoma",  01-02-1975  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=suppaje01
Woody Williams,"  Houston, Texas",  08-19-1966  (Leo),  University of Houston,https://www.baseball-almanac.com/players/player.php?p=williwo02
Mark Buehrle,"  St. Charles, Missouri",  03-23-1979  (Aries),  Jefferson College,https://www.baseball-almanac.com/players/player.php?p=buehrma01
Neal Cotts,"  Lebanon, Illinois",  03-25-1980  (Aries),  Illinois State University,https://www.baseball-almanac.com/players/player.php?p=cottsne01
Freddy Garcia,"  Caracas, Distrito Capital, Venezuela",  10-06-1976  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=garcifr02
Jon Garland,"  Valencia, California",  09-27-1979  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=garlajo01
Dustin Hermanson,"  Springfield, Ohio",  12-21-1972  (Sagittarius),  Kent State University,https://www.baseball-almanac.com/players/player.php?p=hermadu01
Bobby Jenks,"  Mission Hills, California",  03-14-1981  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jenksbo01
Damaso Marte,"  Santo Domingo, Distrito Nacional, Dominican Republic",  02-14-1975  (Aquarius),  Hutchinson Community College,https://www.baseball-almanac.com/players/player.php?p=marteda01
Cliff Politte,"  St. Louis, Missouri",  02-27-1974  (Pisces),  Jefferson College & University of Memphis,https://www.baseball-almanac.com/players/player.php?p=politcl01
Luis Vizcaino,"  Baní, Peravia, Dominican Republic",  08-06-1974  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=vizcalu01
Ezequiel Astacio,"  Hato Mayor del Rey, Hato Mayor, Dominican Republic",  11-04-1979  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=astacez01
Brandon Backe,"  Galveston, Texas",  04-05-1978  (Aries),  Galveston College,https://www.baseball-almanac.com/players/player.php?p=backebr01
Mike Gallo,"  Long Beach, California",  04-02-1977  (Aries),"  LBCC & California State University, Long Beach",https://www.baseball-almanac.com/players/player.php?p=gallomi01
Brad Lidge,"  Sacramento, California",  12-23-1976  (Capricorn),  University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=lidgebr01
Roy Oswalt,"  Kosciusko, Mississippi",  08-29-1977  (Virgo),  Holmes Community College,https://www.baseball-almanac.com/players/player.php?p=oswalro01
Chad Qualls,"  Harbor City, California",  08-17-1978  (Leo),"  University of Nevada, Reno",https://www.baseball-almanac.com/players/player.php?p=quallch01
Wandy Rodriguez,"  Santíago Rodriguez, Santíago Rodriguez, Dominican Republic",  01-18-1979  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rodriwa01
Dan Wheeler,"  Providence, Rhode Island",  12-10-1977  (Sagittarius),  Central Arizona College,https://www.baseball-almanac.com/players/player.php?p=wheelda01
Chris Carpenter,"  Exeter, New Hampshire",  04-27-1975  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=carpech01
Randy Flores,"  Bellflower, California",  07-31-1975  (Leo),  University of Southern California,https://www.baseball-almanac.com/players/player.php?p=florera01
Tyler Johnson,"  Columbia, Missouri",  06-07-1981  (Gemini),  Moorpark Junior College,https://www.baseball-almanac.com/players/player.php?p=johnsty01
Josh Kinney,"  Coudersport, Pennsylvania",  03-31-1979  (Aries),  Quincy University,https://www.baseball-almanac.com/players/player.php?p=kinnejo01
Anthony Reyes,"  Downey, California",  10-16-1981  (Libra),  University of Southern California,https://www.baseball-almanac.com/players/player.php?p=reyesan01
Brad Thompson,"  Las Vegas, Nevada",  01-31-1982  (Aquarius),  Dixie State College of Utah,https://www.baseball-almanac.com/players/player.php?p=thompbr01
Adam Wainwright,"  Brunswick, Georgia",  08-30-1981  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=wainwad01
Jeremy Bonderman,"  Kennewick, Washington",  10-28-1982  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bondeje01
Jason Grilli,"  Royal Oak, Michigan",  11-11-1976  (Scorpio),  Seton Hall University,https://www.baseball-almanac.com/players/player.php?p=grillja01
Todd Jones,"  Marietta, Georgia",  04-24-1968  (Taurus),  Jacksonville State University,https://www.baseball-almanac.com/players/player.php?p=jonesto02
Wilfredo Ledezma,"  Calabozo, Guarico, Venezuela",  01-21-1981  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ledezwi01
Zach Miner,"  St. Louis, Missouri",  03-12-1982  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=minerza01
Nate Robertson,"  Wichita, Kansas",  09-03-1977  (Virgo),  Wichita State University,https://www.baseball-almanac.com/players/player.php?p=roberna01
Fernando Rodney,"  Samaná, Samaná, Dominican Republic",  03-18-1977  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rodnefe01
Justin Verlander,"  Manakin-Sabot, Virginia",  02-20-1983  (Pisces),  Old Dominion University,https://www.baseball-almanac.com/players/player.php?p=verlaju01
Jamie Walker,"  McMinnville, Tennessee",  07-01-1971  (Cancer),  Austin Peay State University,https://www.baseball-almanac.com/players/player.php?p=walkeja01
Joel Zumaya,"  Chula Vista, California",  11-09-1984  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=zumayjo01
Manny Delcarmen,"  Boston, Massachusetts",  02-16-1982  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=delcama01
Eric Gagne,"  Montreal, Québec, Canada",  01-07-1976  (Capricorn),  Seminole Junior College,https://www.baseball-almanac.com/players/player.php?p=gagneer01
Jon Lester,"  Tacoma, Washington",  01-07-1984  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=lestejo01
Javier Lopez,"  San Juan, Puerto Rico",  07-11-1977  (Cancer),  University of Virginia,https://www.baseball-almanac.com/players/player.php?p=lopezja02
Daisuke Matsuzaka,"  Tokyo, Tokyo, Japan",  09-13-1980  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=matsuda01
Hideki Okajima,"  Kyoto, Japan",  12-25-1975  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=okajihi01
Jonathan Papelbon,"  Baton Rouge, Louisiana",  11-23-1980  (Sagittarius),  Mississippi State University,https://www.baseball-almanac.com/players/player.php?p=papejo01
Jeremy Affeldt,"  Phoenix, Arizona",  06-06-1979  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=affelje01
Aaron Cook,"  Fort Campbell, Kentucky",  02-08-1979  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cookaa01
Manuel Corpas,"  Panama City, Panama, Panama",  12-03-1982  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=corpama01
Josh Fogg,"  Lynn, Massachusetts",  12-13-1976  (Sagittarius),  University of Florida,https://www.baseball-almanac.com/players/player.php?p=foggjo01
Jeff Francis,"  Vancouver, British Columbia, Canada",  01-08-1981  (Capricorn),  University of British Columbia,https://www.baseball-almanac.com/players/player.php?p=francje01
Brian Fuentes,"  Merced, California",  08-09-1975  (Leo),  Merced College,https://www.baseball-almanac.com/players/player.php?p=fuentbr01
LaTroy Hawkins,"  Gary, Indiana",  12-21-1972  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hawkila01
Matt Herges,"  Champaign, Illinois",  04-01-1970  (Aries),  Illinois State University,https://www.baseball-almanac.com/players/player.php?p=hergema01
Ubaldo Jimenez,"  Nagua, María Trinidad Sánchez, Dominican Republic",  01-22-1984  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jimenub01
Franklin Morales,"  San Juan de los Morros, Guarico, Venezuela",  01-24-1986  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=moralfr01
Ryan Speier,"  Frankfort, Kentucky",  07-24-1979  (Leo),  Radford University,https://www.baseball-almanac.com/players/player.php?p=speiery01
Joe Blanton,"  Bowling Green, Kentucky",  12-11-1980  (Sagittarius),  University of Kentucky,https://www.baseball-almanac.com/players/player.php?p=blantjo01
Chad Durbin,"  Spring Valley, Illinois",  12-03-1977  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=durbich01
Cole Hamels,"  San Diego, California",  12-27-1983  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hamelco01
Ryan Madson,"  Long Beach, California",  08-28-1980  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=madsory01
Jamie Moyer,"  Sellersville, Pennsylvania",  11-18-1962  (Scorpio),  Saint Joseph's University,https://www.baseball-almanac.com/players/player.php?p=moyerja01
Brett Myers,"  Jacksonville, Florida",  08-17-1980  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=myersbr01
J.C. Romero,"  Rio Piedras, Puerto Rico",  06-04-1976  (Gemini),  University of Mobile,https://www.baseball-almanac.com/players/player.php?p=romerj01
Grant Balfour,"  Sydney, New South Wales, Australia",  12-30-1977  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=balfogr01
Chad Bradford,"  Jackson, Mississippi",  09-14-1974  (Virgo),  University of Southern Mississippi,https://www.baseball-almanac.com/players/player.php?p=bradfch01
Matt Garza,"  Selma, California",  11-26-1983  (Sagittarius),"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=garzama01
J.P. Howell,"  Modesto, California",  04-25-1983  (Taurus),  Texas & USC,https://www.baseball-almanac.com/players/player.php?p=howeljp01
Edwin Jackson,"  Neu-Ulm, Germany",  09-09-1983  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=jacksed01
Scott Kazmir,"  Houston, Texas",  01-24-1984  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kazmisc01
Trever Miller,"  Louisville, Kentucky",  05-29-1973  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=milletr02
David Price,"  Murfreesboro, Tennessee",  08-26-1985  (Virgo),  Vanderbilt University,https://www.baseball-almanac.com/players/player.php?p=priceda01
James Shields,"  Newhall, California",  12-20-1981  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=shielja02
Andy Sonnanstine,"  Barberton, Ohio",  03-18-1983  (Pisces),  Kent State University,https://www.baseball-almanac.com/players/player.php?p=sonnaan01
Alfredo Aceves,"  San Luis Rio Colorado, Sonora, Mexico",  12-08-1982  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=aceveal01
Brian Bruney,"  Astoria, Oregon",  02-17-1982  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=brunebr01
A.J. Burnett,"  North Little Rock, Arkansas",  01-03-1977  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=burneaj01
Joba Chamberlain,"  Lincoln, Nebraska",  09-23-1985  (Virgo),  University of Nebraska,https://www.baseball-almanac.com/players/player.php?p=chambjo03
Phil Coke,"  Sonora, California",  07-19-1982  (Cancer),  San Joaquin Delta College,https://www.baseball-almanac.com/players/player.php?p=cokeph01
Phil Hughes,"  Mission Viejo, California",  06-24-1986  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=hugheph01
David Robertson,"  Birmingham, Alabama",  04-09-1985  (Aries),  University of Alabama,https://www.baseball-almanac.com/players/player.php?p=roberda08
CC Sabathia,"  Vallejo, California",  07-21-1980  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=sabatcc01
J.A. Happ,"  Peru, Illinois",  10-19-1982  (Libra),  Northwestern University,https://www.baseball-almanac.com/players/player.php?p=happja01
Cliff Lee,"  Benton, Arkansas",  08-30-1978  (Virgo),  University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=leecl02
Chan Ho Park,"  Kong Ju City, Chungcheong, South Korea",  06-30-1973  (Cancer),  Hanyang University,https://www.baseball-almanac.com/players/player.php?p=parkch01
Madison Bumgarner,"  Hickory, North Carolina",  08-01-1989  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=bumgama01
Matt Cain,"  Dothan, Alabama",  10-01-1984  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cainma01
Santiago Casilla,"  San Cristóbal, San Cristóbal, Dominican Republic",  07-25-1980  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=casilsa01
Tim Lincecum,"  Bellevue, Washington",  06-15-1984  (Gemini),  University of Washington,https://www.baseball-almanac.com/players/player.php?p=linceti01
Guillermo Mota,"  San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",  07-25-1973  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=motagu01
Ramon Ramirez,"  Puerto Plata, Puerto Plata, Dominican Republic",  08-31-1981  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ramirra02
Sergio Romo,"  Brawley, California",  03-04-1983  (Pisces),  Mesa State College,https://www.baseball-almanac.com/players/player.php?p=romose01
Jonathan Sanchez,"  Mayaguez, Puerto Rico",  11-19-1982  (Scorpio),  Ohio Dominican College,https://www.baseball-almanac.com/players/player.php?p=sanchjo01
Brian Wilson,"  Winchester, Massachusetts",  03-16-1982  (Pisces),  Louisiana State University,https://www.baseball-almanac.com/players/player.php?p=wilsobr01
Neftalí Feliz,"  Azua de Compostela, Azua, Dominican Republic",  05-02-1988  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=felizne01
Derek Holland,"  Newark, Ohio",  10-09-1986  (Libra),  Wallace State Community College (AL),https://www.baseball-almanac.com/players/player.php?p=hollade01
Tommy Hunter,"  Indianapolis, Indiana",  07-03-1986  (Cancer),  University of Alabama,https://www.baseball-almanac.com/players/player.php?p=hunteto02
Michael Kirkman,"  Lake City, Florida",  09-18-1986  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=kirkmmi01
Colby Lewis,"  Bakersfield, California",  08-02-1979  (Leo),"  Bakersfield College & California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=lewisco01
Mark Lowe,"  Houston, Texas",  06-07-1983  (Gem),  University of Texas at Arlington,https://www.baseball-almanac.com/players/player.php?p=lowema01
Darren O'Day,"  Jacksonville, Florida",  10-22-1982  (Libra),  University of Florida,https://www.baseball-almanac.com/players/player.php?p=odayda01
Alexi Ogando,"  San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",  10-05-1983  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ogandal01
Darren Oliver,"  Kansas City, Missouri",  10-06-1970  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=oliveda02
C.J. Wilson,"  Newport Beach, California",  11-18-1980  (Scorpio),  Loyola Marymount University,https://www.baseball-almanac.com/players/player.php?p=wilsocj01
Mitchell Boggs,"  Dalton, Georgia",  02-15-1984  (Aquarius),  University of Georgia,https://www.baseball-almanac.com/players/player.php?p=boggsmi01
Octavio Dotel,"  Santo Domingo, Distrito Nacional, Dominican Republic",  11-25-1973  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=doteloc01
Jaime Garcia,"  Reynosa, Tamaulipas, Mexico",  07-08-1986  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=garcija01
Kyle Lohse,"  Chico, California",  10-04-1978  (Libra),  Butte Community College,https://www.baseball-almanac.com/players/player.php?p=lohseky01
Lance Lynn,"  Marion County, Indiana",  05-12-1987  (Taurus),  University of Mississippi,https://www.baseball-almanac.com/players/player.php?p=lynnla01
Jason Motte,"  Port Huron, Michigan",  06-22-1982  (Cancer),  Iona College,https://www.baseball-almanac.com/players/player.php?p=motteja01
Arthur Rhodes,"  Waco, Texas",  10-24-1969  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=rhodear01
Marc Rzepczynski,"  Oak Lawn, Illinois",  08-29-1985  (Virgo),"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=rzepcma01
Fernando Salas,"  Huatabampo, Sonora, Mexico",  05-30-1985  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=salasfe01
Jake Westbrook,"  Athens, Georgia",  09-29-1977  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=westbja01
Mike Adams,"  Corpus Christi, Texas",  07-29-1978  (Leo),  Texas A&M University-Kingsville,https://www.baseball-almanac.com/players/player.php?p=adamsmi03
Scott Feldman,"  Kailua, Hawaii",  02-07-1983  (Aquarius),  College of San Mateo,https://www.baseball-almanac.com/players/player.php?p=feldmsc01
Michael Gonzalez,"  Robstown, Texas",  05-23-1978  (Gemini),  San Jacinto Junior College,https://www.baseball-almanac.com/players/player.php?p=gonzami02
Matt Harrison,"  Durham, North Carolina",  09-16-1985  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=harrima01
George Kontos,"  Lincolnwood, Illinois",  06-12-1985  (Gemini),  Northwestern University,https://www.baseball-almanac.com/players/player.php?p=kontoge01
Jose Mijares,"  Caracas, Distrito Capital, Venezuela",  10-29-1984  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=mijarjo01
Ryan Vogelsong,"  Charlotte, North Carolina",  07-22-1977  (Cancer),  Kutztown University of Pennsylvania,https://www.baseball-almanac.com/players/player.php?p=vogelry01
Barry Zito,"  Las Vegas, Nevada",  05-13-1978  (Taurus),"  UC Santa Barbara, Pierce College & USC",https://www.baseball-almanac.com/players/player.php?p=zitoba01
Al Alburquerque,"  San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",  06-10-1986  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=albural01
Joaquin Benoit,"  Santiago, Santiago, Dominican Republic",  07-26-1977  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=benoijo01
Doug Fister,"  Merced, California",  02-04-1984  (Aquarius),"  California State University, Fresno",https://www.baseball-almanac.com/players/player.php?p=fistedo01
Rick Porcello,"  Morristown, New Jersey",  12-27-1988  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=porceri01
Aníbal Sánchez,"  Maracay, Aragua, Venezuela",  02-27-1984  (Pisces),  None Attended,https://www.baseball-almanac.com/players/player.php?p=sanchan01
Max Scherzer,"  St. Louis, Missouri",  07-27-1984  (Leo),  University of Missouri,https://www.baseball-almanac.com/players/player.php?p=scherma01
Drew Smyly,"  Little Rock, Arkansas",  06-13-1989  (Gemini),  University of Arkansas,https://www.baseball-almanac.com/players/player.php?p=smylydr01
Jose Valverde,"  San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",  03-24-1978  (Aries),  None Attended,https://www.baseball-almanac.com/players/player.php?p=valvejo01
Craig Breslow,"  New Haven, Connecticut",  08-08-1980  (Leo),  Yale University,https://www.baseball-almanac.com/players/player.php?p=breslcr01
Clay Buchholz,"  Nederland, Texas",  08-14-1984  (Leo),  Angelina Junior College,https://www.baseball-almanac.com/players/player.php?p=buchhcl01
Ryan Dempster,"  Sechelt, British Columbia, Canada",  05-03-1977  (Taurus),  None Attended,https://www.baseball-almanac.com/players/player.php?p=dempsry01
Felix Doubront,"  Carabobo, Valencia, Venezuela",  10-23-1987  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=doubrfe01
Jake Peavy,"  Mobile, Alabama",  05-31-1981  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=peavyja01
Junichi Tazawa,"  Yokohama, Japan",  06-06-1986  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=tazawju01
Koji Uehara,"  Osaka, Japan",  04-03-1975  (Aries),  Osaka University of Health and Sports Sciences,https://www.baseball-almanac.com/players/player.php?p=ueharko01
Brandon Workman,"  Arlington, Texas",  08-13-1988  (Leo),  University of Texas at Austin,https://www.baseball-almanac.com/players/player.php?p=workmbr01
John Axford,"  Simcoe, Ontario, Canada",  04-01-1983  (Aries),  University of Notre Dame,https://www.baseball-almanac.com/players/player.php?p=axforjo01
Joe Kelly,"  Anaheim, California",  06-09-1988  (Gemini),"  University of California, Riverside",https://www.baseball-almanac.com/players/player.php?p=kellyjo05
Seth Maness,"  Pinehurst, North Carolina",  10-14-1988  (Libra),  East Carolina University,https://www.baseball-almanac.com/players/player.php?p=manesse01
Carlos Martínez,"  Puerto Plata, Puerto Plata, Dominican Republic",  09-21-1991  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=martica04
Trevor Rosenthal,"  Lee's Summit, Missouri",  05-29-1990  (Gemini),  Cowley County Community College,https://www.baseball-almanac.com/players/player.php?p=rosentr01
Kevin Siegrist,"  Buffalo, New York",  07-20-1989  (Cancer),  Palm Beach Community College (FL),https://www.baseball-almanac.com/players/player.php?p=siegrke01
Michael Wacha,"  Iowa City, Iowa",  07-01-1991  (Cancer),  Texas A&M University,https://www.baseball-almanac.com/players/player.php?p=wachami01
Tim Hudson,"  Columbus, Georgia",  07-14-1975  (Cancer),  Auburn University,https://www.baseball-almanac.com/players/player.php?p=hudsoti01
Jean Machi,"  El Tigre, Anzoategui, Venezuela",  02-01-1982  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=machije01
Yusmeiro Petit,"  Maracaibo, Zulia, Venezuela",  11-22-1984  (Scorpio),  None Attended,https://www.baseball-almanac.com/players/player.php?p=petityu01
Hunter Strickland,"  Thomaston, Georgia",  09-24-1988  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=strichu01
Tim Collins,"  Worcester, Massachusetts",  08-21-1989  (Leo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=colliti01
Wade Davis,"  Lake Wales, Florida",  09-07-1985  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=daviswa01
Danny Duffy,"  Goleta, California",  12-21-1988  (Sagittarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=duffyda01
Brandon Finnegan,"  Fort Worth, Texas",  04-14-1993  (Aries),  Texas Christian University,https://www.baseball-almanac.com/players/player.php?p=finnebr01
Jason Frasor,"  Chicago, Illinois",  08-09-1977  (Leo),  Southern Illinois University,https://www.baseball-almanac.com/players/player.php?p=frasoja01
Jeremy Guthrie,"  Roseburg, Oregon",  04-08-1979  (Aries),  Brigham Young & Stanford,https://www.baseball-almanac.com/players/player.php?p=guthrje01
Kelvin Herrera,"  Tenares, Hermanas Mirabal, Dominican Republic",  12-31-1989  (Capricorn),  None Attended,https://www.baseball-almanac.com/players/player.php?p=herreke01
Greg Holland,"  Marion, North Carolina",  11-20-1985  (Scorpio),  Western Carolina University,https://www.baseball-almanac.com/players/player.php?p=hollagr01
Jason Vargas,"  Apple Valley, California",  02-02-1983  (Aquarius),  Cypress College & Louisiana State & Long Beach State,https://www.baseball-almanac.com/players/player.php?p=vargaja01
Yordano Ventura,"  Samaná, Samaná, Dominican Republic",  06-03-1991  (Virgo),  None Attended,https://www.baseball-almanac.com/players/player.php?p=ventuyo01
Johnny Cueto,"  San Pedro de Macorís, San Pedro de Macorís, Dominican Republic",  02-15-1986  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=cuetojo01
Luke Hochevar,"  Denver, Colorado",  09-15-1983  (Virgo),  University of Tennessee,https://www.baseball-almanac.com/players/player.php?p=hochelu01
Kris Medlen,"  Artesia, California",  10-07-1985  (Libra),  Santa Ana Community College CA),https://www.baseball-almanac.com/players/player.php?p=medlikr01
Edinson Volquez,"  Barahona, Barahona, Dominican Republic",  07-03-1983  (Cancer),  None Attended,https://www.baseball-almanac.com/players/player.php?p=volqued01
Chris Young,"  Dallas, Texas",  05-25-1979  (Gemini),  Princeton University,https://www.baseball-almanac.com/players/player.php?p=youngch03
Tyler Clippard,"  Lexington, Kentucky",  02-14-1985  (Aquarius),  None Attended,https://www.baseball-almanac.com/players/player.php?p=clippty01
Bartolo Colon,"  Altamira, Puerto Plata, Dominican Republic",  05-24-1973  (Gemini),  None Attended,https://www.baseball-almanac.com/players/player.php?p=colonba01
Jacob deGrom,"  DeLand, Florida",  06-19-1988  (Gemini),  Stetson University,https://www.baseball-almanac.com/players/player.php?p=degroja01
Jeurys Familia,"  Santo Domingo, Distrito Nacional, Dominican Republic",  10-10-1989  (Libra),  None Attended,https://www.baseball-almanac.com/players/player.php?p=familje01
Sean Gilmartin,"  Thousand Oaks, California",  05-08-1990  (Taurus),  Florida State University,https://www.baseball-almanac.com/players/player.php?p=gilmase01
